target_word,request_id,old_score,new_score_step4_dynamic,normalized_distance,dtw_distance,query_frames,left_hand_presence,right_hand_presence,query_json
花,web_20260523_005246_dbadcd43,44.30725157955068,43.92275157253828,0.09872852893215193,0.010078166498655481,11,0.0,0.6363636363636364,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005246_dbadcd43/holistic/user_花_web_20260523_005246_dbadcd43_holistic_results.json
花,web_20260523_005320_4bd5e0a3,79.34741521922126,78.39589002771083,0.029207841974616233,0.013506548598600059,27,0.0,0.7407407407407407,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005320_4bd5e0a3/holistic/user_花_web_20260523_005320_4bd5e0a3_holistic_results.json
花,web_20260523_005533_c97daf95,76.81318447659731,76.06364034195525,0.03283197878188837,0.010267620807392429,15,0.0,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005533_c97daf95/holistic/user_花_web_20260523_005533_c97daf95_holistic_results.json
花,web_20260523_010203_88bdaf53,12.224539551856699,12.00927118056068,0.2543389483344634,0.04139173357813738,30,0.13333333333333333,0.6333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010203_88bdaf53/holistic/user_花_web_20260523_010203_88bdaf53_holistic_results.json
花,web_20260523_010215_ab4961d9,65.88345027708338,64.95254461216545,0.05178159187470204,0.012788724476303219,30,0.0,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010215_ab4961d9/holistic/user_花_web_20260523_010215_ab4961d9_holistic_results.json
跳,web_20260523_001048_5bcb9948,10.128829432033834,32.77676741060647,0.13385402786648906,0.02393783473788428,15,0.4,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001048_5bcb9948/holistic/user_跳_web_20260523_001048_5bcb9948_holistic_results.json
跳,web_20260523_001100_dea381ee,13.29847433981089,17.372999720193274,0.21003035102186007,0.11549422021052642,15,0.4666666666666667,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001100_dea381ee/holistic/user_跳_web_20260523_001100_dea381ee_holistic_results.json
跳,web_20260523_001113_b486eb41,12.95461125489907,26.39766084366516,0.1598273741001655,0.06915535880960001,15,0.2,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001113_b486eb41/holistic/user_跳_web_20260523_001113_b486eb41_holistic_results.json
跳,web_20260523_001152_83546751,8.238104794656795,20.325985302003424,0.19119240652630362,0.09087420132609564,15,0.6666666666666666,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001152_83546751/holistic/user_跳_web_20260523_001152_83546751_holistic_results.json
跳,web_20260523_005941_0ec0ccab,6.004243898470394,9.461601804407746,0.28295141919897815,0.1918655911404983,15,0.8,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005941_0ec0ccab/holistic/user_跳_web_20260523_005941_0ec0ccab_holistic_results.json
跳,web_20260523_005953_cdf0697d,22.68942393689148,32.30020868521636,0.13561157939252877,0.06433405028966455,15,0.4,0.4,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005953_cdf0697d/holistic/user_跳_web_20260523_005953_cdf0697d_holistic_results.json
跳,web_20260523_010004_7eaf7ee3,6.129902312308015,9.640073122857444,0.28070897904429,0.18962626478056682,15,0.8,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010004_7eaf7ee3/holistic/user_跳_web_20260523_010004_7eaf7ee3_holistic_results.json
跳,web_20260523_010014_049faf7d,13.657820182422173,16.2961250601807,0.21770913993672592,0.0729376343410514,15,0.4666666666666667,0.2,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010014_049faf7d/holistic/user_跳_web_20260523_010014_049faf7d_holistic_results.json
跳,web_20260523_010234_e2d59e5e,6.617128910295234,9.188208675663745,0.2864699027589297,0.0714967044356267,45,0.6666666666666666,0.4222222222222222,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010234_e2d59e5e/holistic/user_跳_web_20260523_010234_e2d59e5e_holistic_results.json
跳,web_20260523_011122_fb34e3e5,11.705423102583957,15.356744098753383,0.22483385441704454,0.06829000626005335,30,0.5333333333333333,0.5666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011122_fb34e3e5/holistic/user_跳_web_20260523_011122_fb34e3e5_holistic_results.json
跳,web_20260523_011135_5967dd5a,10.314502285252138,16.10213491940033,0.21914619829191653,0.023410889221629462,30,0.4666666666666667,0.7,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011135_5967dd5a/holistic/user_跳_web_20260523_011135_5967dd5a_holistic_results.json
香蕉,web_20260523_001204_d3564a22,5.467720906300874,7.891889685087791,0.3047201491192032,0.06781327771591977,15,0.06666666666666667,0.06666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001204_d3564a22/holistic/user_香蕉_web_20260523_001204_d3564a22_holistic_results.json
香蕉,web_20260523_001216_53df594b,9.305928080104023,13.511415568660192,0.24019623122177702,0.08309174234839269,15,0.06666666666666667,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001216_53df594b/holistic/user_香蕉_web_20260523_001216_53df594b_holistic_results.json
香蕉,web_20260523_001229_690e6b5a,9.779508411466365,11.431690984577827,0.2602536931759296,0.11581837287071643,30,0.1,0.7,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001229_690e6b5a/holistic/user_香蕉_web_20260523_001229_690e6b5a_holistic_results.json
香蕉,web_20260523_001241_e882a59e,10.341481506065383,12.692752333261085,0.24769668454141494,0.07381263828934617,30,0.03333333333333333,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001241_e882a59e/holistic/user_香蕉_web_20260523_001241_e882a59e_holistic_results.json
香蕉,web_20260523_010103_097b8081,17.846127913857096,17.767553633972863,0.20733554659411202,0.08469863120412828,30,0.26666666666666666,0.5,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010103_097b8081/holistic/user_香蕉_web_20260523_010103_097b8081_holistic_results.json
香蕉,web_20260523_010119_d0158d2a,14.918709774573562,14.20861323824881,0.23415862070326338,0.13747814210195114,30,0.3,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010119_d0158d2a/holistic/user_香蕉_web_20260523_010119_d0158d2a_holistic_results.json
香蕉,web_20260523_010145_82035a51,20.752871808827138,21.38439559435058,0.18510104493285995,0.09376796175553609,30,0.43333333333333335,0.6333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010145_82035a51/holistic/user_香蕉_web_20260523_010145_82035a51_holistic_results.json
