word,variant,feature_mode,passed,score,min_score,dtw_distance,normalized_distance,result_finite,metadata_valid,fps,total_frames,frame_idx_min,frame_idx_max,frame_idx_nonmonotonic,timestamp_nonfinite,timestamp_negative,changed_metadata_values,exception,fixture_json,rationale
花,all_timestamp_nonfinite_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,29.44954128440367,107,0,104,0,0,0,53,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/花/all_timestamp_nonfinite_fallback/query.json,整段 timestamp_sec 非有限时应生成有限非负时间戳。
花,mixed_timestamp_invalid_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,29.44954128440367,107,0,104,0,0,0,5,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/花/mixed_timestamp_invalid_fallback/query.json,稀疏负数/字符串/极大/非有限时间戳应逐帧回退。
花,adjacent_timestamp_swap_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,29.44954128440367,107,0,104,0,0,0,2,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/花/adjacent_timestamp_swap_fallback/query.json,相邻合法 timestamp_sec 对调时应恢复严格递增时间轴。
花,reverse_timestamp_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,29.44954128440367,107,0,104,0,0,0,53,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/花/reverse_timestamp_fallback/query.json,整段合法 timestamp_sec 倒序时应恢复严格递增时间轴。
花,combined_temporal_metadata_corruption,configured,True,100.0,70.0,0.0,0.0,True,True,25.0,103,0,102,0,0,0,26,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/花/combined_temporal_metadata_corruption/query.json,fps、总帧数、帧索引和时间戳同时损坏时仍应正常评分。
花,bbox_combined_temporal_metadata_finite,bbox,True,100.0,,0.0,0.0,True,True,25.0,103,0,102,0,0,0,26,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/花/bbox_combined_temporal_metadata_finite/query.json,旧 bbox 兼容模式遇到组合时间元数据损坏时应保持有限评分，不强求缺少指尖语义的 bbox 得到高分。
跳,self_reloaded,configured,True,100.0,95.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,0,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/self_reloaded/query.json,原始标准 JSON 经正常加载后应保持近满分且时间元数据有限。
跳,fps_nan_sanitized,configured,True,100.0,70.0,0.0,0.0,True,True,25.0,37,0,36,0,0,0,1,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/fps_nan_sanitized/query.json,顶层 fps=NaN 时应回退到安全默认帧率。
跳,fps_string_sanitized,configured,True,100.0,70.0,0.0,0.0,True,True,25.0,37,0,36,0,0,0,1,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/fps_string_sanitized/query.json,顶层 fps 为非数值字符串时应回退到安全默认帧率。
跳,fps_extreme_sanitized,configured,True,100.0,70.0,0.0,0.0,True,True,25.0,37,0,36,0,0,0,1,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/fps_extreme_sanitized/query.json,顶层 fps 为极大离群值时应回退到安全默认帧率。
跳,total_frames_inf_recovered,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,1,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/total_frames_inf_recovered/query.json,total_frames=Inf 时应从可靠帧索引恢复总帧数。
跳,total_frames_extreme_recovered,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,1,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/total_frames_extreme_recovered/query.json,total_frames 极大离群时应从可靠帧索引恢复总帧数。
跳,mid_frame_idx_nan_both_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,1,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/mid_frame_idx_nan_both_fallback/query.json,单帧 record/row frame_idx 均为 NaN 时应保持原有动作顺序。
跳,mid_frame_idx_negative_both_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,1,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/mid_frame_idx_negative_both_fallback/query.json,单帧负 frame_idx 不应被排序到动作开头。
跳,mid_frame_idx_extreme_both_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,1,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/mid_frame_idx_extreme_both_fallback/query.json,单帧极大 frame_idx 不应被排序到动作末尾。
跳,adjacent_frame_idx_swap_order_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,2,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/adjacent_frame_idx_swap_order_fallback/query.json,相邻合法 frame_idx 对调时应保留 record 动作顺序。
跳,reverse_frame_idx_order_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,19,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/reverse_frame_idx_order_fallback/query.json,整段合法 frame_idx 倒序时不应把正确动作倒放。
跳,duplicate_frame_idx_order_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,19,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/duplicate_frame_idx_order_fallback/query.json,重复合法 frame_idx 应恢复为严格递增帧序。
跳,all_frame_idx_invalid_order_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,19,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/all_frame_idx_invalid_order_fallback/query.json,整段 frame_idx 不可用时应按总帧数做顺序保持回退。
跳,all_timestamp_nonfinite_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,19,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/all_timestamp_nonfinite_fallback/query.json,整段 timestamp_sec 非有限时应生成有限非负时间戳。
跳,mixed_timestamp_invalid_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,5,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/mixed_timestamp_invalid_fallback/query.json,稀疏负数/字符串/极大/非有限时间戳应逐帧回退。
跳,adjacent_timestamp_swap_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,2,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/adjacent_timestamp_swap_fallback/query.json,相邻合法 timestamp_sec 对调时应恢复严格递增时间轴。
跳,reverse_timestamp_fallback,configured,True,100.0,70.0,0.0,0.0,True,True,14.682539682539682,37,0,36,0,0,0,19,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/reverse_timestamp_fallback/query.json,整段合法 timestamp_sec 倒序时应恢复严格递增时间轴。
跳,combined_temporal_metadata_corruption,configured,True,100.0,70.0,0.0,0.0,True,True,25.0,37,0,36,0,0,0,11,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/combined_temporal_metadata_corruption/query.json,fps、总帧数、帧索引和时间戳同时损坏时仍应正常评分。
跳,bbox_combined_temporal_metadata_finite,bbox,True,100.0,,0.0,0.0,True,True,25.0,37,0,36,0,0,0,11,,work/generated/scoring_mvp_run3/flower_jump_quality_gate_20260604_partial_hand_bone_length_74gate_v1/temporal_metadata_robustness_gate/fixtures/跳/bbox_combined_temporal_metadata_finite/query.json,旧 bbox 兼容模式遇到组合时间元数据损坏时应保持有限评分，不强求缺少指尖语义的 bbox 得到高分。
