word,variant,kind,gated,passed,score,min_score,max_score,expected_quality_statuses,dtw_distance,normalized_distance,result_finite,vector_nonfinite,mask_nonfinite,zero_mask_values,pattern,active_frame_count,changed_values,skipped_values,total_records,fixture_json,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,exception,rationale
花,flower_right_core_hand_middle35_out_diagnostic,diagnostic,True,True,37.62445450086203,,55.0,"needs_recapture,semantic_mismatch",0.01265172388187005,0.1173019153608135,True,0,0,7055,middle_35pct,19,399,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/花/flower_right_core_hand_middle35_out_diagnostic.json,needs_recapture,flower_core_hand_presence_low,short_visible_core,query_not_short_core_capture,,诊断记录：开花核心手较长窗口整手出画面时应触发重采/低分边界。
花,flower_right_core_hand_middle35_z_outlier_diagnostic,diagnostic,True,True,37.62445450086203,,55.0,"needs_recapture,semantic_mismatch",0.01265172388187005,0.1173019153608135,True,0,0,7055,middle_35pct,19,399,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/花/flower_right_core_hand_middle35_z_outlier_diagnostic.json,needs_recapture,flower_core_hand_presence_low,short_visible_core,query_not_short_core_capture,,诊断记录：开花核心手较长窗口整手 z 离群应触发重采/低分边界。
花,flower_right_core_hand_middle35_zero_placeholder_diagnostic,diagnostic,True,True,37.62445450086203,,55.0,"needs_recapture,semantic_mismatch",0.01265172388187005,0.1173019153608135,True,0,0,7055,middle_35pct,19,1197,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/花/flower_right_core_hand_middle35_zero_placeholder_diagnostic.json,needs_recapture,flower_core_hand_presence_low,short_visible_core,query_not_short_core_capture,,诊断记录：开花核心手较长窗口整手 exact-zero 占位应触发重采/低分边界。
花,flower_right_core_hand_middle35_duplicate_wrist_diagnostic,diagnostic,True,True,37.62445450086203,,55.0,"needs_recapture,semantic_mismatch",0.01265172388187005,0.1173019153608135,True,0,0,7055,middle_35pct,19,1197,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/花/flower_right_core_hand_middle35_duplicate_wrist_diagnostic.json,needs_recapture,flower_core_hand_presence_low,short_visible_core,query_not_short_core_capture,,诊断记录：开花核心手较长窗口所有点塌缩到手腕时应触发重采/低分边界。
花,flower_right_core_hand_middle35_tiny_span_diagnostic,diagnostic,True,True,37.62445450086203,,55.0,"needs_recapture,semantic_mismatch",0.01265172388187005,0.1173019153608135,True,0,0,7055,middle_35pct,19,1197,0,53,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/花/flower_right_core_hand_middle35_tiny_span_diagnostic.json,needs_recapture,flower_core_hand_presence_low,short_visible_core,query_not_short_core_capture,,诊断记录：开花核心手较长窗口整手极小跨度塌缩时应触发重采/低分边界。
跳,self_reloaded,positive,True,True,100.0,95.0,,,0.0,0.0,True,0,0,415,none,0,0,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/self_reloaded.json,score_valid,score_valid,action_window_net,used,,原始标准 JSON 经正常 load_sequence 重载，应保持近满分且所有距离有限。
跳,face_core_sparse_out_of_frame,positive,True,True,100.0,70.0,,,0.0,0.0,True,0,0,451,sparse_every_7f,3,12,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/face_core_sparse_out_of_frame.json,score_valid,score_valid,action_window_net,used,,face core 稀疏有限越界点应被视为缺失，不能污染手部语义评分。
跳,face_core_sparse_z_outlier,positive,True,True,100.0,70.0,,,0.0,0.0,True,0,0,451,sparse_every_7f,3,12,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/face_core_sparse_z_outlier.json,score_valid,score_valid,action_window_net,used,,face core 稀疏有限 z 离群点应被视为缺失，不能污染手部语义评分。
跳,face_core_sparse_zero_placeholder,positive,True,True,100.0,70.0,,,0.0,0.0,True,0,0,451,sparse_every_7f,3,36,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/face_core_sparse_zero_placeholder.json,score_valid,score_valid,action_window_net,used,,face core 稀疏 exact-zero 占位点应被视为缺失，不能污染手部语义评分。
跳,jump_right_person_tips_single_out_of_frame,positive,True,True,70.71354399426619,70.0,,,0.07185554686233092,0.12847637420800906,True,0,0,431,single_mid,1,2,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_right_person_tips_single_out_of_frame.json,score_valid,score_valid,action_window_net,used,,跳的右手两指单帧 tip 有限越界应按局部缺失处理，不应破坏完整弹跳轨迹。
跳,jump_right_person_tips_single_z_outlier,positive,True,True,70.71354399426619,70.0,,,0.07185554686233092,0.12847637420800906,True,0,0,431,single_mid,1,2,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_right_person_tips_single_z_outlier.json,score_valid,score_valid,action_window_net,used,,跳的右手两指单帧 tip 有限 z 离群应按局部缺失处理，不应破坏完整弹跳轨迹。
跳,jump_right_person_tips_single_zero_placeholder,positive,True,True,70.71354399426619,70.0,,,0.07185554686233092,0.12847637420800906,True,0,0,431,single_mid,1,6,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_right_person_tips_single_zero_placeholder.json,score_valid,score_valid,action_window_net,used,,跳的右手两指单帧 tip exact-zero 占位点应按局部缺失处理，不应破坏完整弹跳轨迹。
跳,jump_left_ground_sparse_out_of_frame,positive,True,True,81.95782774824136,70.0,,,0.0626350338103571,0.12463454202980667,True,0,0,520,sparse_every_7f,3,15,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_left_ground_sparse_out_of_frame.json,score_valid,score_valid,action_window_net,used,,跳的左手地面手稀疏有限越界应按缺失处理，多数双手关系帧仍可评分。
跳,jump_left_ground_sparse_z_outlier,positive,True,True,81.95782774824136,70.0,,,0.0626350338103571,0.12463454202980667,True,0,0,520,sparse_every_7f,3,15,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_left_ground_sparse_z_outlier.json,score_valid,score_valid,action_window_net,used,,跳的左手地面手稀疏有限 z 离群应按缺失处理，多数双手关系帧仍可评分。
跳,jump_left_ground_sparse_zero_placeholder,positive,True,True,81.95782774824136,70.0,,,0.0626350338103571,0.12463454202980667,True,0,0,520,sparse_every_7f,3,45,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_left_ground_sparse_zero_placeholder.json,score_valid,score_valid,action_window_net,used,,跳的左手地面手稀疏 exact-zero 占位点应按缺失处理，多数双手关系帧仍可评分。
跳,jump_right_core_hand_middle35_out_diagnostic,diagnostic,True,True,6.188520117871091,,55.0,"needs_recapture,semantic_mismatch",0.27974207461979,0.5008453567465895,True,0,0,996,middle_35pct,7,294,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_right_core_hand_middle35_out_diagnostic.json,needs_recapture,jump_two_hand_presence_low,,insufficient_two_hand_presence,,诊断记录：右手小人较长窗口整手出画面时应触发重采/低分边界。
跳,jump_right_core_hand_middle35_z_outlier_diagnostic,diagnostic,True,True,6.188520117871091,,55.0,"needs_recapture,semantic_mismatch",0.27974207461979,0.5008453567465895,True,0,0,996,middle_35pct,7,147,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_right_core_hand_middle35_z_outlier_diagnostic.json,needs_recapture,jump_two_hand_presence_low,,insufficient_two_hand_presence,,诊断记录：右手小人较长窗口整手 z 离群应触发重采/低分边界。
跳,jump_right_core_hand_middle35_zero_placeholder_diagnostic,diagnostic,True,True,6.188520117871091,,55.0,"needs_recapture,semantic_mismatch",0.27974207461979,0.5008453567465895,True,0,0,996,middle_35pct,7,441,0,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_right_core_hand_middle35_zero_placeholder_diagnostic.json,needs_recapture,jump_two_hand_presence_low,,insufficient_two_hand_presence,,诊断记录：右手小人较长窗口整手 exact-zero 占位应触发重采/低分边界。
跳,jump_right_core_hand_full_duplicate_wrist_diagnostic,diagnostic,True,True,0.23617115289684296,,55.0,"needs_recapture,semantic_mismatch",0.40571797367415324,0.7258042438384085,True,0,0,1826,full,19,1071,126,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_right_core_hand_full_duplicate_wrist_diagnostic.json,needs_recapture,jump_two_hand_presence_low,,insufficient_two_hand_presence,,诊断记录：右手小人全程所有点塌缩到手腕时应触发重采/低分边界。
跳,jump_right_core_hand_full_tiny_span_diagnostic,diagnostic,True,True,0.23617115289684296,,55.0,"needs_recapture,semantic_mismatch",0.40571797367415324,0.7258042438384085,True,0,0,1826,full,19,1071,126,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_right_core_hand_full_tiny_span_diagnostic.json,needs_recapture,jump_two_hand_presence_low,,insufficient_two_hand_presence,,诊断记录：右手小人全程整手极小跨度塌缩时应触发重采/低分边界。
跳,jump_left_ground_hand_middle35_tiny_span_diagnostic,diagnostic,True,True,9.424907149894562,,55.0,"needs_recapture,semantic_mismatch",0.23294103452457518,0.42512657475107085,True,0,0,913,middle_35pct,7,378,63,19,work/generated/scoring_mvp_run3/flower_jump_bounded_coordinate_robustness_gate_20260604_tiny_span_v1/fixtures/跳/jump_left_ground_hand_middle35_tiny_span_diagnostic.json,needs_recapture,jump_two_hand_presence_low,,insufficient_two_hand_presence,,诊断记录：左手地面手较长窗口整手极小跨度塌缩时应触发重采/低分边界。
