request_id,target_word,old_score,new_score,delta,new_norm,new_dtw,alignment_mode,used_action_window,standard_full_length,query_full_length,query_json,standard_json,error
web_20260523_021622_26666615,跳,10.535983403133166,4.5683663126377905,-5.967617090495375,0.5554826146470095,0.2582101470268292,semantic_action_window,True,19,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021622_26666615/holistic/user_跳_web_20260523_021622_26666615_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,
web_20260523_021604_9c415199,跳,27.034157005087632,22.439573383145923,-4.594583621941709,0.26898194105290363,0.15468246400338828,semantic_action_window,True,19,60,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021604_9c415199/holistic/user_跳_web_20260523_021604_9c415199_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,
web_20260523_021006_aef545ce,跳,4.212519102422762,4.657749226338031,0.4452301239152687,0.5519948135709348,0.4419408191292434,semantic_action_window,True,19,60,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021006_aef545ce/holistic/user_跳_web_20260523_021006_aef545ce_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,
web_20260523_020951_6ff2657c,跳,26.373830235321922,22.81464089106773,-3.559189344254193,0.26599818811843445,0.13714719480986098,semantic_action_window,True,19,60,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020951_6ff2657c/holistic/user_跳_web_20260523_020951_6ff2657c_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,
web_20260523_020843_6ba8acd9,花,40.357745674457924,50.6579261430237,10.300180468565777,0.0816089374831923,0.016402623690833135,full_sequence_with_action_window_diagnostics,False,53,60,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020843_6ba8acd9/holistic/user_花_web_20260523_020843_6ba8acd9_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_020825_2312ad97,花,43.860521620186304,47.38729208595869,3.526770465772387,0.089617931122139,0.017935217625013416,full_sequence_with_action_window_diagnostics,False,53,45,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020825_2312ad97/holistic/user_花_web_20260523_020825_2312ad97_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_020807_c15e8c2b,花,20.272808589967102,20.26646336862552,-0.006345221341582885,0.19154432602652857,0.0223129165062347,full_sequence_with_action_window_diagnostics,False,53,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020807_c15e8c2b/holistic/user_花_web_20260523_020807_c15e8c2b_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_020734_b9299448,花,17.864326075467456,21.73049939513124,3.8661733196637833,0.18317440921865116,0.028360216402510848,full_sequence_with_action_window_diagnostics,False,53,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020734_b9299448/holistic/user_花_web_20260523_020734_b9299448_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_020721_d12639c5,花,15.142202018342854,20.491442143067403,5.349240124724549,0.1902195412126393,0.028644302661833876,full_sequence_with_action_window_diagnostics,False,53,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020721_d12639c5/holistic/user_花_web_20260523_020721_d12639c5_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_020656_ffa06ed9,花,14.338281161904472,21.03343851978015,6.695157357875679,0.18708680450173426,0.028142997404968093,full_sequence_with_action_window_diagnostics,False,53,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020656_ffa06ed9/holistic/user_花_web_20260523_020656_ffa06ed9_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_020555_09843ad1,跳,77.20913253035371,61.42936448373787,-15.779768046615843,0.08771079892297473,0.04535951064193055,semantic_action_window,True,19,19,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020555_09843ad1/holistic/user_跳_web_20260523_020555_09843ad1_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,
web_20260523_015835_2dfac551,花,16.105046429392765,19.557552424522488,3.452505995129723,0.1958170393058004,0.028514875119545584,full_sequence_with_action_window_diagnostics,False,53,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015835_2dfac551/holistic/user_花_web_20260523_015835_2dfac551_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_015816_3c06955d,花,42.44982283222759,51.469739800160916,9.019916967933327,0.07970113532461698,0.019306606861612147,full_sequence_with_action_window_diagnostics,False,53,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015816_3c06955d/holistic/user_花_web_20260523_015816_3c06955d_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_015755_80a348dd,花,47.89787395988078,47.45438884944153,-0.443485110439255,0.08944814052201869,0.020309649573205413,full_sequence_with_action_window_diagnostics,False,53,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015755_80a348dd/holistic/user_花_web_20260523_015755_80a348dd_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_015736_2678050f,花,44.034384909632614,51.89590551699629,7.861520607363673,0.0787116348841295,0.032832679225482185,full_sequence_with_action_window_diagnostics,False,53,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015736_2678050f/holistic/user_花_web_20260523_015736_2678050f_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,
web_20260523_015727_2cb1fbe6,跳,69.38912427350296,61.42936448373787,-7.959759789765087,0.08771079892297473,0.04535951064193055,semantic_action_window,True,19,19,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015727_2cb1fbe6/holistic/user_跳_web_20260523_015727_2cb1fbe6_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,
web_20260523_015650_c394e067,跳,63.27777934083104,73.42816217585819,10.150382835027152,0.06869339722200135,0.03742320419093427,semantic_action_window,True,19,19,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015650_c394e067/holistic/user_跳_web_20260523_015650_c394e067_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,
web_20260523_011135_5967dd5a,跳,10.314502285252138,3.960155879209232,-6.354346406042906,0.5811996236507545,0.35775074088544234,semantic_action_window,True,10,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011135_5967dd5a/holistic/user_跳_web_20260523_011135_5967dd5a_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_011122_fb34e3e5,跳,11.705423102583957,4.5141853123286015,-7.1912377902553555,0.5576301820147929,0.4183578474917735,semantic_action_window,True,10,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011122_fb34e3e5/holistic/user_跳_web_20260523_011122_fb34e3e5_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_010234_e2d59e5e,跳,6.617128910295234,4.683786591772495,-1.9333423185227394,0.5509913944316497,0.43920939176755464,semantic_action_window,True,10,45,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010234_e2d59e5e/holistic/user_跳_web_20260523_010234_e2d59e5e_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_010215_ab4961d9,花,65.88345027708338,47.25506133226824,-18.628388944815143,0.0899532503570202,0.027479425441428947,full_sequence_with_action_window_diagnostics,False,28,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010215_ab4961d9/holistic/user_花_web_20260523_010215_ab4961d9_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260523_010203_88bdaf53,花,12.224539551856699,9.578109421945804,-2.646430129910895,0.2814827951799466,0.027541490322236094,full_sequence_with_action_window_diagnostics,False,28,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010203_88bdaf53/holistic/user_花_web_20260523_010203_88bdaf53_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260523_010014_049faf7d,跳,13.657820182422173,1.7858434025475747,-11.871976779874597,0.7245502898260353,0.18690186947768686,semantic_action_window,True,10,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010014_049faf7d/holistic/user_跳_web_20260523_010014_049faf7d_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_010004_7eaf7ee3,跳,6.129902312308015,4.314090764785175,-1.8158115475228405,0.565791047757696,0.4404510997100181,semantic_action_window,True,10,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010004_7eaf7ee3/holistic/user_跳_web_20260523_010004_7eaf7ee3_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_005953_cdf0697d,跳,22.68942393689148,12.937179211146974,-9.752244725744506,0.3681116838978435,0.09278042039468021,semantic_action_window,True,10,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005953_cdf0697d/holistic/user_跳_web_20260523_005953_cdf0697d_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_005941_0ec0ccab,跳,6.004243898470394,1.4994660129750224,-4.504777885495372,0.7560110038697774,0.4247343521788187,semantic_action_window,True,10,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005941_0ec0ccab/holistic/user_跳_web_20260523_005941_0ec0ccab_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_005533_c97daf95,花,76.81318447659731,61.12940551135851,-15.683778965238801,0.05906126003817491,0.02611454884073727,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005533_c97daf95/holistic/user_花_web_20260523_005533_c97daf95_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260523_005320_4bd5e0a3,花,79.34741521922126,67.48127834440419,-11.866136874817073,0.04719839813293093,0.020263248293475325,full_sequence_with_action_window_diagnostics,False,28,27,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005320_4bd5e0a3/holistic/user_花_web_20260523_005320_4bd5e0a3_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260523_005246_dbadcd43,花,44.30725157955068,34.6875137105041,-9.619737869046581,0.12705484790684884,0.027137455106577658,full_sequence_with_action_window_diagnostics,False,28,11,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005246_dbadcd43/holistic/user_花_web_20260523_005246_dbadcd43_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260523_001152_83546751,跳,8.238104794656795,5.9077723909707265,-2.330332403686069,0.5092022425724291,0.24289750928188922,semantic_action_window,True,10,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001152_83546751/holistic/user_跳_web_20260523_001152_83546751_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_001113_b486eb41,跳,12.95461125489907,8.071372075353569,-4.883239179545502,0.4530324053572602,0.15308420364603179,semantic_action_window,True,10,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001113_b486eb41/holistic/user_跳_web_20260523_001113_b486eb41_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_001100_dea381ee,跳,13.29847433981089,14.01144062021327,0.7129662804023802,0.35375328052746746,0.21079526410944663,semantic_action_window,True,10,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001100_dea381ee/holistic/user_跳_web_20260523_001100_dea381ee_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_001048_5bcb9948,跳,10.128829432033834,5.647371267464794,-4.48145816456904,0.5173164020688273,0.32448105743607414,semantic_action_window,True,10,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001048_5bcb9948/holistic/user_跳_web_20260523_001048_5bcb9948_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,
web_20260523_000913_d5072c6f,花,30.1897206061909,59.55600420595819,29.36628359976729,0.062190368276746136,0.027729780184760824,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000913_d5072c6f/holistic/user_花_web_20260523_000913_d5072c6f_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260523_000903_3123d2db,花,25.82151222416384,54.47688344991606,28.65537122575222,0.07288724774173706,0.027958343086729266,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000903_3123d2db/holistic/user_花_web_20260523_000903_3123d2db_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260523_000852_b2c2f1de,花,27.922603588328037,59.282105110686445,31.359501522358407,0.06274352331802774,0.026007269095873663,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000852_b2c2f1de/holistic/user_花_web_20260523_000852_b2c2f1de_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260523_000032_5389521b,花,30.194433002398018,48.10796534926307,17.91353234686505,0.08780669073716717,0.026300226862805573,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000032_5389521b/holistic/user_花_web_20260523_000032_5389521b_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_232642_fe440fb9,花,30.09345557585741,63.949953582035434,33.85649800617803,0.05364832605735216,0.026921498939008595,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232642_fe440fb9/holistic/user_花_web_20260522_232642_fe440fb9_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_232420_60da4112,花,27.86794013647761,51.0811159597054,23.21317582322779,0.08061063693237758,0.027742623056860868,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232420_60da4112/holistic/user_花_web_20260522_232420_60da4112_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_232406_cac18708,花,15.171965001183638,50.271006123168874,35.09904112198524,0.08252900329178375,0.02824521339828779,full_sequence_with_action_window_diagnostics,False,28,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232406_cac18708/holistic/user_花_web_20260522_232406_cac18708_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_232339_70e4794b,花,15.963775766074415,44.817201960504626,28.853426194430213,0.09630937775195646,0.026752643532745563,full_sequence_with_action_window_diagnostics,False,28,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232339_70e4794b/holistic/user_花_web_20260522_232339_70e4794b_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_232319_7e3cc881,花,22.22132070890977,40.030764527755345,17.809443818845576,0.10986262971555107,0.017123988138120536,full_sequence_with_action_window_diagnostics,False,28,72,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232319_7e3cc881/holistic/user_花_web_20260522_232319_7e3cc881_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_232256_781c0807,花,16.631682986313653,51.827084690273495,35.195401703959845,0.07887087634838233,0.028093904248293864,full_sequence_with_action_window_diagnostics,False,28,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232256_781c0807/holistic/user_花_web_20260522_232256_781c0807_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_232244_45d260ed,花,19.83783824974596,42.37218425316084,22.53434600341488,0.10304136849579029,0.027011794726020503,full_sequence_with_action_window_diagnostics,False,28,30,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232244_45d260ed/holistic/user_花_web_20260522_232244_45d260ed_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_231304_9e8827a4,花,30.359517792715216,44.16799595152278,13.80847815880756,0.09806036792006642,0.027943327028023716,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_231304_9e8827a4/holistic/user_花_web_20260522_231304_9e8827a4_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_231259_51a8c719,花,8.367694979597621,7.998858781699454,-0.36883619789816713,0.30310455681259546,0.02607001905326774,full_sequence_with_action_window_diagnostics,False,28,6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_231259_51a8c719/holistic/user_花_web_20260522_231259_51a8c719_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
webv3_20260522_231154_6a9287f4,花,24.033887020460305,58.443425206717826,34.40953818625752,0.06445331882009422,0.027635894856041503,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp_v3/webv3_20260522_231154_6a9287f4/holistic/user_花_webv3_20260522_231154_6a9287f4_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
webv3_20260522_231135_34e94281,花,27.93042756648688,44.445223630952135,16.514796064465255,0.0973095221608301,0.020956759493495142,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp_v3/webv3_20260522_231135_34e94281/holistic/user_花_webv3_20260522_231135_34e94281_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
webv3_20260522_231110_d2c7312c,花,32.17538334224322,59.671189366796476,27.495806024553254,0.06195850466934748,0.027771401324011628,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp_v3/webv3_20260522_231110_d2c7312c/holistic/user_花_webv3_20260522_231110_d2c7312c_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
webv2_20260522_230431_94f969b0,花,23.04370731340633,58.13996436730965,35.09625705390332,0.06507802844819044,0.026730067472036958,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp_v2/webv2_20260522_230431_94f969b0/holistic/user_花_webv2_20260522_230431_94f969b0_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_225852_a9aa43d6,花,13.545388114338172,52.9775898726726,39.43220175833443,0.07623614333351514,0.02871384877064661,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225852_a9aa43d6/holistic/user_花_web_20260522_225852_a9aa43d6_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
web_20260522_225845_b21e0f2e,花,20.14634694742057,52.65938301810863,32.51303607068806,0.07695908979812197,0.027978456738649075,full_sequence_with_action_window_diagnostics,False,28,15,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_225845_b21e0f2e/holistic/user_花_web_20260522_225845_b21e0f2e_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,
