target_word,request_id,old_score,new_score_action_window_step2,normalized_distance,dtw_distance,score_scale,query_frames,query_action_length,standard_action_length,query_action_start,query_action_end,left_hand_presence,right_hand_presence,query_json
花,web_20260523_000032_5389521b,30.194433002398018,14.576502456284985,0.2310911249502157,0.02,0.12,15,15,15,9,14,0.0,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000032_5389521b/holistic/user_花_web_20260523_000032_5389521b_holistic_results.json
花,web_20260523_000852_b2c2f1de,27.922603588328037,11.227745126727298,0.26241386730465877,0.020000000000000004,0.12,15,15,15,7,12,0.0,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000852_b2c2f1de/holistic/user_花_web_20260523_000852_b2c2f1de_holistic_results.json
花,web_20260523_000903_3123d2db,25.82151222416384,17.45146960477045,0.20948955874168487,0.019999999999999993,0.12,15,15,15,8,13,0.0,0.7333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000903_3123d2db/holistic/user_花_web_20260523_000903_3123d2db_holistic_results.json
花,web_20260523_000913_d5072c6f,30.1897206061909,17.234171095040566,0.21099312977500337,0.019999999999999997,0.12,15,15,15,5,10,0.0,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000913_d5072c6f/holistic/user_花_web_20260523_000913_d5072c6f_holistic_results.json
花,web_20260523_005246_dbadcd43,44.30725157955068,14.326776450697379,0.23316479046672842,0.019999999999999997,0.12,11,15,15,5,10,0.0,0.6363636363636364,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005246_dbadcd43/holistic/user_花_web_20260523_005246_dbadcd43_holistic_results.json
花,web_20260523_005320_4bd5e0a3,79.34741521922126,76.58284732261971,0.03201564715304737,0.019999999999999993,0.12,27,11,15,8,18,0.0,0.7407407407407407,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005320_4bd5e0a3/holistic/user_花_web_20260523_005320_4bd5e0a3_holistic_results.json
花,web_20260523_005533_c97daf95,76.81318447659731,11.590661093905274,0.2585964588284174,0.01999999999999999,0.12,15,15,15,9,14,0.0,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005533_c97daf95/holistic/user_花_web_20260523_005533_c97daf95_holistic_results.json
花,web_20260523_010203_88bdaf53,12.224539551856699,24.205570296231837,0.17023048821383913,0.06355496189773256,0.12,30,10,15,20,29,0.13333333333333333,0.6333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010203_88bdaf53/holistic/user_花_web_20260523_010203_88bdaf53_holistic_results.json
花,web_20260523_010215_ab4961d9,65.88345027708338,38.20676337074343,0.11545891613486432,0.02,0.12,30,12,15,18,29,0.0,0.6666666666666666,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010215_ab4961d9/holistic/user_花_web_20260523_010215_ab4961d9_holistic_results.json
跳,web_20260523_001048_5bcb9948,10.128829432033834,12.695969638822808,0.3088941111543891,0.19768738410712228,0.14966629547095764,15,6,9,9,14,0.4,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001048_5bcb9948/holistic/user_跳_web_20260523_001048_5bcb9948_holistic_results.json
跳,web_20260523_001100_dea381ee,13.29847433981089,20.275935116294942,0.23882781565924247,0.17135594866167836,0.14966629547095764,15,6,9,9,14,0.4666666666666667,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001100_dea381ee/holistic/user_跳_web_20260523_001100_dea381ee_holistic_results.json
跳,web_20260523_001113_b486eb41,12.95461125489907,27.428475142477797,0.1936065946855342,0.10984170572583532,0.14966629547095764,15,6,9,9,14,0.2,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001113_b486eb41/holistic/user_跳_web_20260523_001113_b486eb41_holistic_results.json
跳,web_20260523_001152_83546751,8.238104794656795,4.862664167421156,0.4525285737715305,0.39520509834123857,0.14966629547095764,15,6,9,6,11,0.6666666666666666,0.6,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001152_83546751/holistic/user_跳_web_20260523_001152_83546751_holistic_results.json
跳,web_20260523_005941_0ec0ccab,6.004243898470394,4.047708659585678,0.47998268736476063,0.4224999178632887,0.14966629547095764,15,6,9,7,12,0.8,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005941_0ec0ccab/holistic/user_跳_web_20260523_005941_0ec0ccab_holistic_results.json
跳,web_20260523_005953_cdf0697d,22.68942393689148,35.48865435764799,0.15504786683389546,0.059544640404878675,0.14966629547095764,15,6,9,5,10,0.4,0.4,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005953_cdf0697d/holistic/user_跳_web_20260523_005953_cdf0697d_holistic_results.json
跳,web_20260523_010004_7eaf7ee3,6.129902312308015,3.2761791512534297,0.5116330839527956,0.4468228060007993,0.14966629547095764,15,7,9,7,13,0.8,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010004_7eaf7ee3/holistic/user_跳_web_20260523_010004_7eaf7ee3_holistic_results.json
跳,web_20260523_010014_049faf7d,13.657820182422173,17.51927212298357,0.26069902756875774,0.10636542678003083,0.14966629547095764,15,6,9,9,14,0.4666666666666667,0.2,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010014_049faf7d/holistic/user_跳_web_20260523_010014_049faf7d_holistic_results.json
跳,web_20260523_010234_e2d59e5e,6.617128910295234,3.1345044607817876,0.5182493453005793,0.4308004133148428,0.14966629547095764,45,13,9,32,44,0.6666666666666666,0.4222222222222222,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010234_e2d59e5e/holistic/user_跳_web_20260523_010234_e2d59e5e_holistic_results.json
跳,web_20260523_011122_fb34e3e5,11.705423102583957,4.142585637569141,0.4765150412654211,0.3731384093634646,0.14966629547095764,30,8,9,16,23,0.5333333333333333,0.5666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011122_fb34e3e5/holistic/user_跳_web_20260523_011122_fb34e3e5_holistic_results.json
跳,web_20260523_011135_5967dd5a,10.314502285252138,9.27375407637365,0.355903744349936,0.19699122290605822,0.14966629547095764,30,8,9,22,29,0.4666666666666667,0.7,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011135_5967dd5a/holistic/user_跳_web_20260523_011135_5967dd5a_holistic_results.json
香蕉,web_20260523_001204_d3564a22,5.467720906300874,3.9994389904405683,0.38628193045132136,0.05909639573121305,0.12,15,15,12,,,0.06666666666666667,0.06666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001204_d3564a22/holistic/user_香蕉_web_20260523_001204_d3564a22_holistic_results.json
香蕉,web_20260523_001216_53df594b,9.305928080104023,8.0409724527917,0.3024744189925844,0.17542606291748902,0.12,15,6,12,7,12,0.06666666666666667,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001216_53df594b/holistic/user_香蕉_web_20260523_001216_53df594b_holistic_results.json
香蕉,web_20260523_001229_690e6b5a,9.779508411466365,5.720211712555481,0.3433397242316175,0.15464150678268093,0.12,30,8,12,22,29,0.1,0.7,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001229_690e6b5a/holistic/user_香蕉_web_20260523_001229_690e6b5a_holistic_results.json
香蕉,web_20260523_001241_e882a59e,10.341481506065383,14.18079227921963,0.2343938152127199,0.07764571963754414,0.12,30,8,12,20,27,0.03333333333333333,0.5333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001241_e882a59e/holistic/user_香蕉_web_20260523_001241_e882a59e_holistic_results.json
香蕉,web_20260523_010103_097b8081,17.846127913857096,18.04131248443096,0.20550071038490184,0.1178000606455093,0.12,30,8,12,2,9,0.26666666666666666,0.5,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010103_097b8081/holistic/user_香蕉_web_20260523_010103_097b8081_holistic_results.json
香蕉,web_20260523_010119_d0158d2a,14.918709774573562,4.783618627125021,0.3647967469113316,0.1837674129126125,0.12,30,8,12,22,29,0.3,0.4666666666666667,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010119_d0158d2a/holistic/user_香蕉_web_20260523_010119_d0158d2a_holistic_results.json
香蕉,web_20260523_010145_82035a51,20.752871808827138,9.109625523963398,0.28750062979229285,0.08319257675204175,0.12,30,8,12,17,24,0.43333333333333335,0.6333333333333333,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010145_82035a51/holistic/user_香蕉_web_20260523_010145_82035a51_holistic_results.json
