request_id,generated_at,target_word,frame_count,timeline_frame_count,capture_fps,old_score,old_band,standard_json,saved_standard_json,standard_source,query_json,error,new_score,new_band,score_delta,dtw_distance,normalized_distance,alignment_mode,score_scale_reason,query_left_hand_presence,query_right_hand_presence,query_pose_presence,query_face_presence,query_hand_presence_max
web_20260522_232339_70e4794b,2026-05-22T23:23:41,花,30,,10.0,15.963775766074415,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232339_70e4794b/holistic/user_花_web_20260522_232339_70e4794b_holistic_results.json,,79.94096162764652,normal_like,63.9771858615721,0.03022953653360981,0.032462861494400544,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.7666666666666667,1.0,1.0,0.7666666666666667
web_20260522_232406_cac18708,2026-05-22T23:24:08,花,30,,10.0,15.171965001183638,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232406_cac18708/holistic/user_花_web_20260522_232406_cac18708_holistic_results.json,,77.95067183328936,normal_like,62.778706832105726,0.03329997850246047,0.036118625903647596,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.8333333333333334,1.0,1.0,0.8333333333333334
web_20260522_232420_60da4112,2026-05-22T23:24:21,花,15,,5.0,27.86794013647761,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232420_60da4112/holistic/user_花_web_20260522_232420_60da4112_holistic_results.json,,76.9663732655818,normal_like,49.09843312910418,0.03178392021427527,0.03796122770175871,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666
web_20260522_232642_fe440fb9,2026-05-22T23:26:43,花,15,,5.0,30.09345557585741,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232642_fe440fb9/holistic/user_花_web_20260522_232642_fe440fb9_holistic_results.json,,79.8461858864898,normal_like,49.7527303106324,0.031203650805785722,0.03263487137495865,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666
web_20260523_000032_5389521b,2026-05-23T00:00:33,花,15,,5.0,30.194433002398018,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000032_5389521b/holistic/user_花_web_20260523_000032_5389521b_holistic_results.json,,76.16829990096241,normal_like,45.973866898564395,0.03204084629328773,0.03947259913936588,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.6,1.0,1.0,0.6
web_20260523_000852_b2c2f1de,2026-05-23T00:08:53,花,15,,5.0,27.922603588328037,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000852_b2c2f1de/holistic/user_花_web_20260523_000852_b2c2f1de_holistic_results.json,,77.76499095032582,normal_like,49.84238736199779,0.02988947184030888,0.03646443236022878,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.6,1.0,1.0,0.6
web_20260523_000903_3123d2db,2026-05-23T00:09:04,花,15,,5.0,25.82151222416384,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000903_3123d2db/holistic/user_花_web_20260523_000903_3123d2db_holistic_results.json,,78.34899722430384,normal_like,52.527485000140004,0.03125339968611161,0.035824419165730356,full_sequence_with_action_window_diagnostics,flower_short_visible_core_semantic_floor,0.0,0.7333333333333333,1.0,1.0,0.7333333333333333
web_20260523_000913_d5072c6f,2026-05-23T00:09:14,花,15,,5.0,30.1897206061909,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000913_d5072c6f/holistic/user_花_web_20260523_000913_d5072c6f_holistic_results.json,,77.73467949563174,normal_like,47.544958889440835,0.032075298480597494,0.03652096188178601,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666
web_20260523_001048_5bcb9948,2026-05-23T00:10:49,跳,15,,5.0,10.128829432033834,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001048_5bcb9948/holistic/user_跳_web_20260523_001048_5bcb9948_holistic_results.json,,5.354477071462027,low,-4.7743523605718075,0.3362663694948887,0.4967686155122537,semantic_action_window,short_action_window_with_query_energy_peak,0.4,0.6,1.0,1.0,0.6
web_20260523_001100_dea381ee,2026-05-23T00:11:01,跳,15,,5.0,13.29847433981089,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001100_dea381ee/holistic/user_跳_web_20260523_001100_dea381ee_holistic_results.json,,4.97256737468603,low,-8.325906965124858,0.34685569148651996,0.5093262830553253,semantic_action_window,short_action_window_with_query_energy_peak,0.4666666666666667,0.5333333333333333,1.0,1.0,0.5333333333333333
web_20260523_001113_b486eb41,2026-05-23T00:11:14,跳,15,,5.0,12.95461125489907,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001113_b486eb41/holistic/user_跳_web_20260523_001113_b486eb41_holistic_results.json,,2.50121953378663,low,-10.45339172111244,0.35082734328431875,0.6259408379626703,semantic_action_window,short_action_window_with_query_energy_peak,0.2,0.6,1.0,1.0,0.6
web_20260523_001152_83546751,2026-05-23T00:11:53,跳,15,,5.0,8.238104794656795,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001152_83546751/holistic/user_跳_web_20260523_001152_83546751_holistic_results.json,,15.534123547123516,low,7.29601875246672,0.23188860476551573,0.3160141204520337,semantic_action_window,short_action_window_with_query_energy_peak,0.6666666666666666,0.6,1.0,1.0,0.6666666666666666
web_20260523_001204_d3564a22,2026-05-23T00:12:05,香蕉,15,,5.0,5.467720906300874,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/香蕉/香蕉_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/香蕉/香蕉_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001204_d3564a22/holistic/user_香蕉_web_20260523_001204_d3564a22_holistic_results.json,,10.978262545267471,low,5.510541638966597,0.04572688285780201,0.26511036006763355,full_sequence_with_action_window_diagnostics,default,0.06666666666666667,0.06666666666666667,1.0,1.0,0.06666666666666667
web_20260523_001216_53df594b,2026-05-23T00:12:17,香蕉,15,,5.0,9.305928080104023,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/香蕉/香蕉_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/香蕉/香蕉_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001216_53df594b/holistic/user_香蕉_web_20260523_001216_53df594b_holistic_results.json,,18.14266439855009,low,8.836736318446066,0.04300917658832253,0.20482846468118507,full_sequence_with_action_window_diagnostics,default,0.06666666666666667,0.5333333333333333,1.0,1.0,0.5333333333333333
web_20260523_001229_690e6b5a,2026-05-23T00:12:31,香蕉,30,,10.0,9.779508411466365,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/香蕉/香蕉_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/香蕉/香蕉_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001229_690e6b5a/holistic/user_香蕉_web_20260523_001229_690e6b5a_holistic_results.json,,7.338306590896495,low,-2.4412018205698702,0.06698320442362181,0.31344744955996406,full_sequence_with_action_window_diagnostics,default,0.1,0.7,1.0,1.0,0.7
web_20260523_001241_e882a59e,2026-05-23T00:12:43,香蕉,30,,10.0,10.341481506065383,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/香蕉/香蕉_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/香蕉/香蕉_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001241_e882a59e/holistic/user_香蕉_web_20260523_001241_e882a59e_holistic_results.json,,8.937164239505101,low,-1.404317266560282,0.03769923810535298,0.289794221553776,full_sequence_with_action_window_diagnostics,default,0.03333333333333333,0.5333333333333333,1.0,1.0,0.5333333333333333
web_20260523_005246_dbadcd43,2026-05-23T00:52:47,花,11,,5.0,44.30725157955068,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005246_dbadcd43/holistic/user_花_web_20260523_005246_dbadcd43_holistic_results.json,,76.23153473731854,normal_like,31.92428315776786,0.030888252623105888,0.14149820589512419,full_sequence_with_action_window_diagnostics,flower_short_visible_core_semantic_floor,0.0,0.6363636363636364,1.0,1.0,0.6363636363636364
web_20260523_005320_4bd5e0a3,2026-05-23T00:53:22,花,27,,29.44954128440367,79.34741521922126,normal_like,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005320_4bd5e0a3/holistic/user_花_web_20260523_005320_4bd5e0a3_holistic_results.json,,80.78406965319468,normal_like,1.4366544339734162,0.03003631100574017,0.030941607660218445,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.7407407407407407,1.0,1.0,0.7407407407407407
web_20260523_005533_c97daf95,2026-05-23T00:55:34,花,15,,5.0,76.81318447659731,normal_like,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005533_c97daf95/holistic/user_花_web_20260523_005533_c97daf95_holistic_results.json,,78.6161393335025,normal_like,1.8029548569051883,0.03244117023770026,0.034886010026919434,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.6,1.0,1.0,0.6
web_20260523_005941_0ec0ccab,2026-05-23T00:59:43,跳,15,,5.0,6.004243898470394,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005941_0ec0ccab/holistic/user_跳_web_20260523_005941_0ec0ccab_holistic_results.json,,9.232970669664187,low,3.2287267711937933,0.26410362262913156,0.4043048778387223,semantic_action_window,short_action_window_with_query_energy_peak,0.8,0.5333333333333333,1.0,1.0,0.8
web_20260523_005953_cdf0697d,2026-05-23T00:59:54,跳,15,,5.0,22.68942393689148,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005953_cdf0697d/holistic/user_跳_web_20260523_005953_cdf0697d_holistic_results.json,,4.449997514332308,low,-18.23942642255917,0.2643037827495067,0.5281691644644606,semantic_action_window,short_action_window_with_query_energy_peak,0.4,0.4,1.0,1.0,0.4
web_20260523_010004_7eaf7ee3,2026-05-23T01:00:05,跳,15,,5.0,6.129902312308015,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010004_7eaf7ee3/holistic/user_跳_web_20260523_010004_7eaf7ee3_holistic_results.json,,11.212813756950975,low,5.08291144464296,0.270710374789992,0.37133508563562684,semantic_action_window,short_action_window_with_query_energy_peak,0.8,0.5333333333333333,1.0,1.0,0.8
web_20260523_010014_049faf7d,2026-05-23T01:00:15,跳,15,,5.0,13.657820182422173,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010014_049faf7d/holistic/user_跳_web_20260523_010014_049faf7d_holistic_results.json,,3.679921209053437,low,-9.977898973368735,0.26958573445628947,0.5604153034558835,semantic_action_window,short_action_window_with_query_energy_peak,0.4666666666666667,0.2,1.0,1.0,0.4666666666666667
web_20260523_010103_097b8081,2026-05-23T01:01:05,香蕉,30,,10.0,17.846127913857096,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/香蕉/香蕉_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/香蕉/香蕉_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010103_097b8081/holistic/user_香蕉_web_20260523_010103_097b8081_holistic_results.json,,14.094275243770365,low,-3.7518526700867305,0.044214161416625895,0.23512817785546794,full_sequence_with_action_window_diagnostics,default,0.26666666666666666,0.5,1.0,1.0,0.5
web_20260523_010119_d0158d2a,2026-05-23T01:01:21,香蕉,30,,10.0,14.918709774573562,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/香蕉/香蕉_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/香蕉/香蕉_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010119_d0158d2a/holistic/user_香蕉_web_20260523_010119_d0158d2a_holistic_results.json,,12.384680205956606,low,-2.5340295686169565,0.06939565726835778,0.2506451933349026,full_sequence_with_action_window_diagnostics,default,0.3,0.4666666666666667,1.0,1.0,0.4666666666666667
web_20260523_010145_82035a51,2026-05-23T01:01:48,香蕉,30,,10.0,20.752871808827138,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/香蕉/香蕉_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/香蕉/香蕉_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010145_82035a51/holistic/user_香蕉_web_20260523_010145_82035a51_holistic_results.json,,15.831892688048471,low,-4.920979120778666,0.049148206079465497,0.22117725070542363,full_sequence_with_action_window_diagnostics,default,0.43333333333333335,0.6333333333333333,1.0,1.0,0.6333333333333333
web_20260523_010203_88bdaf53,2026-05-23T01:02:06,花,30,,10.0,12.224539551856699,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010203_88bdaf53/holistic/user_花_web_20260523_010203_88bdaf53_holistic_results.json,,72.18350409686145,borderline,59.958964545004754,0.039930407324872984,0.04726400298943493,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.13333333333333333,0.6333333333333333,1.0,1.0,0.6333333333333333
web_20260523_010215_ab4961d9,2026-05-23T01:02:17,花,30,,10.0,65.88345027708338,borderline,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010215_ab4961d9/holistic/user_花_web_20260523_010215_ab4961d9_holistic_results.json,,79.16065010906186,normal_like,13.277199831978479,0.030572292730957542,0.03388517364032888,full_sequence_with_action_window_diagnostics,visible_semantic_core_scale,0.0,0.6666666666666666,1.0,1.0,0.6666666666666666
web_20260523_010234_e2d59e5e,2026-05-23T01:02:37,跳,45,,15.0,6.617128910295234,low,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,template_root,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010234_e2d59e5e/holistic/user_跳_web_20260523_010234_e2d59e5e_holistic_results.json,,8.936938212750524,low,2.3198093024552904,0.301560382972851,0.4098352104397791,semantic_action_window,short_action_window_with_query_energy_peak,0.6666666666666666,0.4222222222222222,1.0,1.0,0.6666666666666666
