word,variant,kind,gated,passed,score,min_score,dtw_distance,normalized_distance,query_length,alignment_mode,capture_quality_status,capture_quality_reason,semantic_floor_source,semantic_floor_reason,rationale
跳,global_z_offset_pos_0.10,positive,True,True,98.79019602487296,70.0,0.0030257731604253534,0.0031246463926811363,19,semantic_action_window,score_valid,score_valid,action_window_net,used,整个人的 Holistic z 坐标出现轻微正向漂移。
跳,global_z_offset_neg_0.10,positive,True,True,98.79019887228048,70.0,0.003025765493742447,0.003124638817955173,19,semantic_action_window,score_valid,score_valid,action_window_net,used,整个人的 Holistic z 坐标出现轻微负向漂移。
跳,global_z_scale_0.50,positive,True,True,70.46895751687171,70.0,0.06582062308008599,0.11884599945793925,19,semantic_action_window,score_valid,score_valid,action_window_net,used,整体深度动态被压缩到一半。
跳,global_z_scale_2.00,positive,True,True,82.3015873015873,70.0,0.055057343882432115,0.10527135525003305,19,semantic_action_window,score_valid,score_valid,action_window_net,used,整体深度动态被放大到两倍。
跳,hand_z_scale_0.75,positive,True,True,70.46895751687171,70.0,0.05568602391234616,0.09267938876438239,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部深度动态略收缩，并重算手形特征。
跳,hand_z_scale_1.50,positive,True,True,84.74708581327592,70.0,0.027915993814204582,0.03785667994976859,19,semantic_action_window,score_valid,score_valid,action_window_net,used,手部深度动态略放大，并重算手形特征。
跳,global_z_noise_0.10_diagnostic,diagnostic,False,True,82.3015873015873,,0.07755242350476738,0.16352495110924034,19,semantic_action_window,score_valid,score_valid,action_window_net,used,中等逐点 z 噪声会改变重算后的局部手形，只记录诊断边界。
跳,hand_z_noise_0.10_diagnostic,diagnostic,False,True,30.53602829326094,,0.09552878382156689,0.20131549727198095,19,semantic_action_window,semantic_mismatch,weak_same_direction_vertical_jump,action_window_net,weak_same_direction_vertical_jump,中等手部逐点 z 噪声会破坏局部手形，只记录诊断边界。
跳,global_z_noise_0.20_diagnostic,diagnostic,False,True,70.46895751687171,,0.1530231592414212,0.284818137021987,19,semantic_action_window,score_valid,score_valid,action_window_net,used,强整体 z 噪声，只记录诊断边界。
跳,hand_z_noise_0.20_diagnostic,diagnostic,False,True,81.56637489990057,,0.09663011780678465,0.22225613650323847,19,semantic_action_window,score_valid,score_valid,full_sequence_local_relation_segment,used,强手部 z 噪声会破坏局部手形，只记录诊断边界。
跳,global_z_scale_0.25_diagnostic,diagnostic,False,True,70.46895751687171,,0.07505553459046879,0.1458445780312697,19,semantic_action_window,score_valid,score_valid,action_window_net,used,极端深度压缩，只记录诊断边界。
跳,global_z_scale_3.00_diagnostic,diagnostic,False,True,82.3015873015873,,0.10374550661080399,0.1880001526593954,19,semantic_action_window,score_valid,score_valid,action_window_net,used,极端深度放大，只记录诊断边界。
