request_id,generated_at,frame_count,score,band,dtw_distance,normalized_distance,scale_reason,floor_used,floor_reason,semantic_floor_score,left_presence,right_presence,two_hand_presence,required_presence_penalty,right_hand_distance,right_hand_shape_distance,two_hand_relation_distance,direction_cosine,vertical_score,amplitude_ratio,horizontal_to_vertical,standard_json,query_json,diagnosis
web_20260523_011135_5967dd5a,2026-05-23T01:11:37,30,3.176326465637675,low,0.36912364171864787,0.620900074158885,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.5,0.875,0.5,0.08639999999999998,0.23052823151368892,0.28932951211804775,0.4973550298001683,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011135_5967dd5a/holistic/user_跳_web_20260523_011135_5967dd5a_holistic_results.json,two_hand_presence_low
web_20260523_015650_c394e067,2026-05-23T01:56:52,19,84.92334172592344,normal,0.047507957405413435,0.0567061731277496,jump_relation_semantic_floor,True,used,84.92334172592344,1.0,1.0,1.0,0.0,0.01103317493287221,0.040172947780982377,0.009591429500753106,0.9991643598546499,1.0,0.9761694370129093,0.6416554325973503,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015650_c394e067/holistic/user_跳_web_20260523_015650_c394e067_holistic_results.json,accepted
web_20260523_015727_2cb1fbe6,2026-05-23T01:57:28,19,84.94841523300283,normal,0.044490776050910404,0.05107344476437807,jump_relation_semantic_floor,True,used,84.94841523300283,1.0,1.0,1.0,0.0,0.009212301069541285,0.04027302415833194,0.008955788627809472,0.9994062681864736,1.0,1.0158404771126321,0.7243489648434365,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_015727_2cb1fbe6/holistic/user_跳_web_20260523_015727_2cb1fbe6_holistic_results.json,accepted
web_20260523_020555_09843ad1,2026-05-23T02:05:57,19,84.94841523300283,normal,0.044490776050910404,0.05107344476437807,jump_relation_semantic_floor,True,used,84.94841523300283,1.0,1.0,1.0,0.0,0.009212301069541285,0.04027302415833194,0.008955788627809472,0.9994062681864736,1.0,1.0158404771126321,0.7243489648434365,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020555_09843ad1/holistic/user_跳_web_20260523_020555_09843ad1_holistic_results.json,accepted
web_20260523_020951_6ff2657c,2026-05-23T02:09:56,60,7.283056837579631,low,0.21681206641670905,0.4445641738425614,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.11764705882352941,1.0,0.11764705882352941,0.11599477124183004,0.2134578055021934,0.2834326391932428,0.0931262090126734,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_020951_6ff2657c/holistic/user_跳_web_20260523_020951_6ff2657c_holistic_results.json,two_hand_presence_low
web_20260523_021006_aef545ce,2026-05-23T02:10:10,60,72.86982177632768,borderline,0.3329664150705042,0.40810640775337137,jump_relation_semantic_floor,True,used,72.86982177632768,0.9411764705882353,1.0,0.9411764705882353,0.0,0.2483682931470315,0.2770490600000407,0.5661854856813967,0.7471162521034977,1.0,5.501047290408654,0.11681272024249943,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021006_aef545ce/holistic/user_跳_web_20260523_021006_aef545ce_holistic_results.json,accepted
web_20260523_021604_9c415199,2026-05-23T02:16:08,60,4.7839703876199815,low,0.2794909329047356,0.5158880282499858,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.11764705882352941,1.0,0.11764705882352941,0.11599477124183004,0.19822174559328593,0.26506764449864023,0.0,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021604_9c415199/holistic/user_跳_web_20260523_021604_9c415199_holistic_results.json,two_hand_presence_low
web_20260523_021622_26666615,2026-05-23T02:16:24,30,70.08362779511887,borderline,0.3005133831403335,0.4322340118757013,jump_relation_semantic_floor,True,used,70.08362779511887,0.875,0.875,0.875,0.01328888888888888,0.19109923576698365,0.2448457331293016,0.541178117894048,0.6958010009877477,1.0,4.597114704673051,0.1851489249042562,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_021622_26666615/holistic/user_跳_web_20260523_021622_26666615_holistic_results.json,accepted
web_20260523_022509_a44cb853,2026-05-23T02:25:12,30,8.690248136280317,low,0.2737661730991391,0.4145855349518649,short_action_window_with_query_energy_peak,False,relation_direction_mismatch,0.0,1.0,0.75,0.75,0.034399999999999986,0.19050194261414313,0.271820757560943,0.28986334727606095,0.09619471495738711,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_022509_a44cb853/holistic/user_跳_web_20260523_022509_a44cb853_holistic_results.json,relation_direction_mismatch
web_20260523_024000_dd35e1bb,2026-05-23T02:40:02,30,4.122984148559758,low,0.3346600076638852,0.5411221719397376,short_action_window_with_query_energy_peak,False,relation_direction_mismatch,0.0,1.0,0.75,0.75,0.034399999999999986,0.18691143207343067,0.2393188944365147,0.45746823483502885,-0.9229643686140041,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024000_dd35e1bb/holistic/user_跳_web_20260523_024000_dd35e1bb_holistic_results.json,relation_direction_mismatch
web_20260523_024025_9c6cf572,2026-05-23T02:40:28,30,3.769062346165826,low,0.2770320327843779,0.5563534137528376,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.5,1.0,0.5,0.058488888888888875,0.19705130502438026,0.27104326613584745,0.3530708972580753,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024025_9c6cf572/holistic/user_跳_web_20260523_024025_9c6cf572_holistic_results.json,two_hand_presence_low
web_20260523_024037_ff5b3fb5,2026-05-23T02:40:39,30,6.226831427977597,low,0.29188021697759464,0.471154171699649,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.5,1.0,0.5,0.058488888888888875,0.21367967042332983,0.2729481568814396,0.2653972357550851,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_024037_ff5b3fb5/holistic/user_跳_web_20260523_024037_ff5b3fb5_holistic_results.json,two_hand_presence_low
web_20260523_030625_c3f72e11,2026-05-23T03:06:26,19,84.96471093977739,normal,0.047280118537600724,0.055043579513593774,jump_relation_semantic_floor,True,used,84.96471093977739,1.0,1.0,1.0,0.0,0.010869041562637845,0.03963831015681503,0.00812232344446573,0.9994498509339091,1.0,1.0085224911160175,0.6482222923879405,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_030625_c3f72e11/holistic/user_跳_web_20260523_030625_c3f72e11_holistic_results.json,accepted
web_20260523_031129_bd3988e8,2026-05-23T03:11:30,19,84.97386773835608,normal,0.04870685196651341,0.057656330301181155,jump_relation_semantic_floor,True,used,84.97386773835608,1.0,1.0,1.0,0.0,0.010089209649714317,0.04079521596680252,0.011835508064836592,0.9997262652221789,1.0,1.008410660853481,0.6691438404871951,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031129_bd3988e8/holistic/user_跳_web_20260523_031129_bd3988e8_holistic_results.json,accepted
web_20260523_031134_8688f93f,2026-05-23T03:11:36,30,77.61020177401426,normal,0.29589639787091027,0.4421007365663946,jump_relation_semantic_floor,True,used,77.61020177401426,0.7272727272727273,1.0,0.7272727272727273,0.024307070707070694,0.19533253464630132,0.27089720824427427,0.36054181181248796,0.988887748567073,1.0,1.2677418711514081,0.6715128718097058,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031134_8688f93f/holistic/user_跳_web_20260523_031134_8688f93f_holistic_results.json,accepted
web_20260523_031147_55d51ab9,2026-05-23T03:11:49,30,0.8328617528044224,low,0.3878581139702369,0.8125603533139072,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.25,0.625,0.25,0.12968888888888888,0.145475165440738,0.16427328734896704,0.26776950345925105,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031147_55d51ab9/holistic/user_跳_web_20260523_031147_55d51ab9_holistic_results.json,two_hand_presence_low
web_20260523_031219_0da0bd96,2026-05-23T03:12:20,15,66.51038015480857,borderline,0.27834893128381044,0.47377210889587096,jump_relation_semantic_floor,True,used,66.51038015480857,0.6666666666666666,1.0,0.6666666666666666,0.03342222222222223,0.20423245971893492,0.26181191008339,0.4331513025233047,0.7228276749640459,1.0,4.748161230908244,0.1581512790524866,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031219_0da0bd96/holistic/user_跳_web_20260523_031219_0da0bd96_holistic_results.json,accepted
web_20260523_031235_d0de0d44,2026-05-23T03:12:36,15,72.5429794341052,borderline,0.23692616179518888,0.3194122984192183,jump_relation_semantic_floor,True,used,72.5429794341052,1.0,1.0,1.0,0.0,0.17413104012783473,0.26859856483119343,0.3028764770200255,0.6799126615992459,1.0,3.461451922119914,0.218349735763749,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031235_d0de0d44/holistic/user_跳_web_20260523_031235_d0de0d44_holistic_results.json,accepted
web_20260523_031247_f927176a,2026-05-23T03:12:48,15,82.06160710461378,normal,0.24633801715392326,0.3817946679111411,jump_relation_semantic_floor,True,used,82.06160710461378,1.0,1.0,1.0,0.0,0.2012144060831983,0.2718114473412011,0.3422060691426258,0.9709602639562004,1.0,3.1836826972862897,0.4204374015372339,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_031247_f927176a/holistic/user_跳_web_20260523_031247_f927176a_holistic_results.json,accepted
web_20260523_041350_ad02e9e5,2026-05-23T04:13:51,19,84.97386773835608,normal,0.04870685196651341,0.057656330301181155,jump_relation_semantic_floor,True,used,84.97386773835608,1.0,1.0,1.0,0.0,0.010089209649714317,0.04079521596680252,0.011835508064836592,0.9997262652221789,1.0,1.008410660853481,0.6691438404871951,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041350_ad02e9e5/holistic/user_跳_web_20260523_041350_ad02e9e5_holistic_results.json,accepted
web_20260523_041447_f7341789,2026-05-23T04:14:48,19,84.97386773835608,normal,0.04870685196651341,0.057656330301181155,jump_relation_semantic_floor,True,used,84.97386773835608,1.0,1.0,1.0,0.0,0.010089209649714317,0.04079521596680252,0.011835508064836592,0.9997262652221789,1.0,1.008410660853481,0.6691438404871951,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041447_f7341789/holistic/user_跳_web_20260523_041447_f7341789_holistic_results.json,accepted
web_20260523_041735_ea1bbaa6,2026-05-23T04:17:37,30,73.25515503838987,borderline,0.2947210621925484,0.4205364635282435,jump_relation_semantic_floor,True,used,73.25515503838987,1.0,1.0,1.0,0.0,0.2010229839583451,0.26936634132308174,0.5324075708018937,0.7138671540097214,1.0,4.625123712227931,0.1709362856162807,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_041735_ea1bbaa6/holistic/user_跳_web_20260523_041735_ea1bbaa6_holistic_results.json,accepted
web_20260523_043446_cbecd916,2026-05-23T04:34:48,19,84.97386773835608,normal,0.04870685196651341,0.057656330301181155,jump_relation_semantic_floor,True,used,84.97386773835608,1.0,1.0,1.0,0.0,0.010089209649714317,0.04079521596680252,0.011835508064836592,0.9997262652221789,1.0,1.008410660853481,0.6691438404871951,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_043446_cbecd916/holistic/user_跳_web_20260523_043446_cbecd916_holistic_results.json,accepted
web_20260523_044018_960618af,2026-05-23T04:40:20,30,4.328131731671172,low,0.29909173045710014,0.5328814755633807,short_action_window_with_query_energy_peak,False,relation_direction_mismatch,0.0,1.0,0.625,0.625,0.056399999999999985,0.17927684894516005,0.2350203489654118,0.5522820108154886,-0.9946092026253134,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044018_960618af/holistic/user_跳_web_20260523_044018_960618af_holistic_results.json,relation_direction_mismatch
web_20260523_044135_12fbd5bc,2026-05-23T04:41:37,30,4.982796697743448,low,0.27454474606908297,0.5089775315106269,short_action_window_with_query_energy_peak,False,relation_direction_mismatch,0.0,0.875,0.875,0.875,0.01328888888888888,0.22163346599656247,0.24539470341428052,0.4481007000416529,-0.8570794360636376,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044135_12fbd5bc/holistic/user_跳_web_20260523_044135_12fbd5bc_holistic_results.json,relation_direction_mismatch
web_20260523_044203_20778933,2026-05-23T04:42:05,30,4.186357829553837,low,0.2076851172973825,0.5385335003301884,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.5,0.875,0.5,0.06968888888888888,0.16256366986776238,0.2562943059480245,0.23848843614874168,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044203_20778933/holistic/user_跳_web_20260523_044203_20778933_holistic_results.json,two_hand_presence_low
web_20260523_044323_2eb9eb7e,2026-05-23T04:43:25,25,75.48419760264285,normal,0.29529015486448024,0.3649168228349024,jump_relation_semantic_floor,True,used,75.48419760264285,1.0,1.0,1.0,0.0,0.19391007756796866,0.278171175511598,0.5074732847426239,0.7777107834563342,1.0,4.064994630283561,0.07259592128496305,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044323_2eb9eb7e/holistic/user_跳_web_20260523_044323_2eb9eb7e_holistic_results.json,accepted
web_20260523_044336_5d15d099,2026-05-23T04:43:38,25,70.85282716212777,borderline,0.35264513694880556,0.4723537780402319,jump_relation_semantic_floor,True,used,70.85282716212777,0.7142857142857143,1.0,0.7142857142857143,0.026260317460317446,0.21191637704956687,0.27836891858213486,0.6071271964851768,0.8198361913293218,1.0,3.2502731454162452,0.002959032972948067,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044336_5d15d099/holistic/user_跳_web_20260523_044336_5d15d099_holistic_results.json,accepted
web_20260523_044358_00db9d4d,2026-05-23T04:43:59,25,68.5169362954662,borderline,0.2875898153607002,0.447100387854162,jump_relation_semantic_floor,True,used,68.5169362954662,0.7142857142857143,1.0,0.7142857142857143,0.026260317460317446,0.21764553445900395,0.26512200206734265,0.6141499786554956,0.7619405909371915,1.0,5.441573347418976,0.09763060662843889,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_044358_00db9d4d/holistic/user_跳_web_20260523_044358_00db9d4d_holistic_results.json,accepted
web_20260523_052715_1ad3c2d2,2026-05-23T05:27:17,25,78.02616343056984,normal,0.20286626435781793,0.2784866550144833,jump_relation_semantic_floor,True,used,78.02616343056984,1.0,1.0,1.0,0.0,0.14718202616789072,0.25918536036364276,0.20802809818980994,0.8161010214659874,1.0,1.7246546961068532,0.01777544323639977,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_052715_1ad3c2d2/holistic/user_跳_web_20260523_052715_1ad3c2d2_holistic_results.json,accepted
web_20260523_052731_8f51941f,2026-05-23T05:27:33,25,75.93259508672512,normal,0.31599351538827775,0.4142807030927713,jump_relation_semantic_floor,True,used,75.93259508672512,1.0,1.0,1.0,0.0,0.22328962506984906,0.27620945832920196,0.6083511942194483,0.7901567229856101,1.0,3.925346589941166,0.043704797023440975,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_052731_8f51941f/holistic/user_跳_web_20260523_052731_8f51941f_holistic_results.json,accepted
web_20260523_053241_5fbbf9c7,2026-05-23T05:32:43,25,75.983181531921,normal,0.2908959355710284,0.41915370361551363,jump_relation_semantic_floor,True,used,75.983181531921,1.0,1.0,1.0,0.0,0.2039549505398518,0.26830405750167513,0.5174909281248568,0.8009644704158592,1.0,4.950720876510687,0.03671730591258014,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053241_5fbbf9c7/holistic/user_跳_web_20260523_053241_5fbbf9c7_holistic_results.json,accepted
web_20260523_053254_bd7f1d1c,2026-05-23T05:32:56,25,3.0448594719449633,low,0.3267327081763164,0.5925637591189103,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.42857142857142855,1.0,0.42857142857142855,0.06923174603174602,0.20746973382884137,0.26976361943088784,0.5006922500631769,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053254_bd7f1d1c/holistic/user_跳_web_20260523_053254_bd7f1d1c_holistic_results.json,two_hand_presence_low
web_20260523_053309_28821cfd,2026-05-23T05:33:11,25,3.491450297374847,low,0.3151390671053366,0.5693374297688026,short_action_window_with_query_energy_peak,False,insufficient_two_hand_presence,0.0,0.5714285714285714,1.0,0.5714285714285714,0.047746031746031745,0.18252896127562956,0.2782785612906865,0.42824926196580126,,,,,/data/WYC/signLanguage/work/generated/scoring_mvp_run3/all_demo_step2_worker_cache_semantic_v1/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_053309_28821cfd/holistic/user_跳_web_20260523_053309_28821cfd_holistic_results.json,two_hand_presence_low
