request_id,generated_at,target_word,frame_count,timeline_frame_count,capture_fps,standard_json,query_json,error,score,band,diagnosis,dtw_distance,normalized_distance,score_distance,alignment_mode,used_action_window,score_scale_reason,capture_quality_status,capture_quality_reason,capture_quality_reliable,semantic_core_presence,semantic_core_guard_passed,semantic_floor_reason,semantic_floor_score,semantic_floor_used,semantic_floor_direction_cosine,semantic_floor_vertical_score,semantic_floor_amplitude_ratio,semantic_floor_horizontal_to_vertical,semantic_floor_relation_presence,flower_opening_passed,flower_opening_score,flower_opening_hand,left_hand_presence,right_hand_presence,two_hand_presence,pose_presence,face_presence,presence_penalty,required_presence_penalty,semantic_delta_penalty,semantic_anchor_penalty,group_left_hand,group_right_hand,group_left_hand_shape,group_right_hand_shape,group_two_hand_relation
web_20260522_232339_70e4794b,2026-05-22T23:23:41,花,30,,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232339_70e4794b/holistic/user_花_web_20260522_232339_70e4794b_holistic_results.json,,66.08187198469638,borderline,flower_core_accepted,0.030094439652155316,0.06006998057600807,0.06006998057600807,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7666666666666667,True,,0.0,,,,,,,True,0.45,right_hand_shape,0.0,0.7666666666666667,0.0,1.0,1.0,0.0007859649122807044,0.0,0.019381589418983994,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260522_232406_cac18708,2026-05-22T23:24:08,花,30,,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232406_cac18708/holistic/user_花_web_20260522_232406_cac18708_holistic_results.json,,72.29413592238917,borderline,flower_core_accepted,0.0320391670783772,0.047041939314602904,0.047041939314602904,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.8333333333333334,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.8333333333333334,0.0,1.0,1.0,0.0039298245614035115,0.0,0.03642755546073119,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260522_232420_60da4112,2026-05-22T23:24:21,花,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232420_60da4112/holistic/user_花_web_20260522_232420_60da4112_holistic_results.json,,78.86781536067404,normal_like,flower_core_accepted,0.030858530681429935,0.034422558939755495,0.034422558939755495,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6666666666666666,True,,0.0,,,,,,,True,0.9564277362823488,right_hand_shape,0.0,0.6666666666666666,0.0,1.0,1.0,0.0039298245614035115,0.0,0.04398041267364698,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260522_232642_fe440fb9,2026-05-22T23:26:43,花,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260522_232642_fe440fb9/holistic/user_花_web_20260522_232642_fe440fb9_holistic_results.json,,79.83146574511073,normal_like,flower_core_accepted,0.03063986941653092,0.03266160549190243,0.03266160549190243,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6666666666666666,True,,0.0,,,,,,,True,0.45,right_hand_shape,0.0,0.6666666666666666,0.0,1.0,1.0,0.0039298245614035115,0.0,0.02058387297507471,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_000032_5389521b,2026-05-23T00:00:33,花,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000032_5389521b/holistic/user_花_web_20260523_000032_5389521b_holistic_results.json,,78.64832442645522,normal_like,flower_core_accepted,0.030392246339051673,0.0348266598287663,0.0348266598287663,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6,True,,0.0,,,,,,,True,0.45,right_hand_shape,0.0,0.6,0.0,1.0,1.0,0.007073684210526318,0.0,0.04900631050703364,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_000852_b2c2f1de,2026-05-23T00:08:53,花,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000852_b2c2f1de/holistic/user_花_web_20260523_000852_b2c2f1de_holistic_results.json,,80.27053865464218,normal_like,flower_core_accepted,0.029075003772567606,0.031866290883161716,0.031866290883161716,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6,True,,0.0,,,,,,,True,0.45,right_hand_shape,0.0,0.6,0.0,1.0,1.0,0.007073684210526318,0.0,0.028199756332849844,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_000903_3123d2db,2026-05-23T00:09:04,花,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000903_3123d2db/holistic/user_花_web_20260523_000903_3123d2db_holistic_results.json,,79.06886939652978,normal_like,flower_core_accepted,0.031168368899396712,0.03405338757223331,0.03405338757223331,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7333333333333333,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.7333333333333333,0.0,1.0,1.0,0.0007859649122807044,0.0,0.03845451937309252,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_000913_d5072c6f,2026-05-23T00:09:14,花,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_000913_d5072c6f/holistic/user_花_web_20260523_000913_d5072c6f_holistic_results.json,,79.31412474896564,normal_like,flower_core_accepted,0.030984466557941907,0.03360432352063988,0.03360432352063988,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6666666666666666,True,,0.0,,,,,,,True,0.8579010796546936,right_hand_shape,0.0,0.6666666666666666,0.0,1.0,1.0,0.0039298245614035115,0.0,0.026441799028141377,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_001048_5bcb9948,2026-05-23T00:10:49,跳,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001048_5bcb9948/holistic/user_跳_web_20260523_001048_5bcb9948_holistic_results.json,,65.90245954338639,borderline,jump_core_accepted,0.36259118056204614,0.602024436663906,0.602024436663906,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,0.6666666666666666,True,used,65.90245954338639,True,0.6343532618328919,1.0,0.8402162941255411,1.1700986757322334,0.6666666666666666,True,,,0.4,0.6,0.4,1.0,1.0,0.007628985507246378,0.050133333333333335,0.03501131210315763,0.03383988274765574,0.074477589122364,0.2057096570304648,0.16146858366100328,0.28216483687058713,0.6568214025692816
web_20260523_001100_dea381ee,2026-05-23T00:11:01,跳,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001100_dea381ee/holistic/user_跳_web_20260523_001100_dea381ee_holistic_results.json,,3.844186638622691,low,jump_two_hand_presence_low,0.36743328117324564,0.586549465708861,0.586549465708861,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.5,True,insufficient_two_hand_presence,0.0,False,,,,,0.5,True,,,0.4666666666666667,0.5333333333333333,0.4666666666666667,1.0,1.0,0.011443478260869566,0.07519999999999999,0.024871477035485104,0.034474321217284415,0.033315300983287034,0.18318986670821294,0.08302922657267602,0.2822530007641639,0.40733160963672504
web_20260523_001113_b486eb41,2026-05-23T00:11:14,跳,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001113_b486eb41/holistic/user_跳_web_20260523_001113_b486eb41_holistic_results.json,,1.2390598663614791,low,jump_two_hand_presence_low,0.37864953004588203,0.7903471079192832,0.7903471079192832,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.0,True,insufficient_two_hand_presence,0.0,False,,,,,0.0,True,,,0.2,0.6,0.2,1.0,1.0,0.02288695652173913,0.15039999999999998,0.01613341605560533,0.033871152028729846,0.0,0.14702607961553407,0.0,0.2858788693780585,0.0
web_20260523_001152_83546751,2026-05-23T00:11:53,跳,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_001152_83546751/holistic/user_跳_web_20260523_001152_83546751_holistic_results.json,,80.85024876984444,normal_like,jump_core_accepted,0.22227135388266564,0.3535479676057238,0.3535479676057238,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,1.0,True,used,80.85024876984444,True,0.9842482606748706,1.0,2.003347349968675,0.10336298463663364,1.0,True,,,0.6666666666666666,0.6,0.6,1.0,1.0,0.0,0.0,0.04748697912749683,0.01995076340538985,0.1296609508868954,0.17613264724565697,0.19834014441818362,0.28282927760712906,0.33275717850078784
web_20260523_005246_dbadcd43,2026-05-23T00:52:47,花,11,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005246_dbadcd43/holistic/user_花_web_20260523_005246_dbadcd43_holistic_results.json,,79.5800833911136,normal_like,flower_core_accepted,0.030601451412890907,0.03311891829942943,0.03311891829942943,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6363636363636364,True,,0.0,,,,,,,True,0.7496347260475159,right_hand_shape,0.0,0.6363636363636364,0.0,1.0,1.0,0.00535885167464115,0.0,0.034508301891180274,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_005320_4bd5e0a3,2026-05-23T00:53:22,花,27,,29.44954128440367,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005320_4bd5e0a3/holistic/user_花_web_20260523_005320_4bd5e0a3_holistic_results.json,,78.50101410670366,normal_like,flower_core_accepted,0.029229254969641277,0.0350985031953335,0.0350985031953335,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.7407407407407407,True,,0.0,,,,,,,True,0.7259365451335907,right_hand_shape,0.0,0.7407407407407407,0.0,1.0,1.0,0.0004366471734892808,0.0,0.003997307677676853,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_005533_c97daf95,2026-05-23T00:55:34,花,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005533_c97daf95/holistic/user_花_web_20260523_005533_c97daf95_holistic_results.json,,79.29457956595539,normal_like,flower_core_accepted,0.030972575283099806,0.03364005991433999,0.03364005991433999,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6,True,,0.0,,,,,,,True,0.45,right_hand_shape,0.0,0.6,0.0,1.0,1.0,0.007073684210526318,0.0,0.024059747569530443,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_005941_0ec0ccab,2026-05-23T00:59:43,跳,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005941_0ec0ccab/holistic/user_跳_web_20260523_005941_0ec0ccab_holistic_results.json,,72.94156046282042,borderline,jump_core_accepted,0.24862723915377483,0.4013452743596904,0.4013452743596904,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,1.0,True,used,72.94156046282042,True,0.6822110431037113,1.0,2.763646596816733,1.0931475908261523,1.0,True,,,0.8,0.5333333333333333,0.5333333333333333,1.0,1.0,0.0,0.0,0.04192442691532618,0.024379559948551004,0.10142660991744351,0.17910498720076323,0.14662507213220818,0.26841005143129565,0.4935774763077468
web_20260523_005953_cdf0697d,2026-05-23T00:59:54,跳,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_005953_cdf0697d/holistic/user_跳_web_20260523_005953_cdf0697d_holistic_results.json,,1.3463234556132853,low,jump_two_hand_presence_low,0.3468904109263737,0.7754026814745296,0.7754026814745296,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.3333333333333333,True,insufficient_two_hand_presence,0.0,False,,,,,0.3333333333333333,True,,,0.4,0.4,0.4,1.0,1.0,0.021361159420289856,0.11733333333333333,0.03554432736733892,0.030838219054096564,0.05797636850616203,0.11330998589129282,0.09530914905804216,0.17787305968942493,0.10112545574768735
web_20260523_010004_7eaf7ee3,2026-05-23T01:00:05,跳,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010004_7eaf7ee3/holistic/user_跳_web_20260523_010004_7eaf7ee3_holistic_results.json,,81.27714648082065,normal_like,jump_core_accepted,0.25075330166362464,0.3599982662032847,0.3599982662032847,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,1.0,True,used,81.27714648082065,True,0.9157889034738838,1.0,1.6941603099516631,0.4523037922190589,1.0,True,,,0.8,0.5333333333333333,0.5333333333333333,1.0,1.0,0.0,0.0,0.013160551122104685,0.0239347325537208,0.10602669347530191,0.18377783719045995,0.17931836145934438,0.2742014463232974,0.47707930299012263
web_20260523_010014_049faf7d,2026-05-23T01:00:15,跳,15,,5.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010014_049faf7d/holistic/user_跳_web_20260523_010014_049faf7d_holistic_results.json,,1.0698789179942558,low,jump_two_hand_presence_low,0.35612464552229073,0.8167724468406845,0.8167724468406845,semantic_action_window,True,short_action_window_with_query_energy_peak,needs_recapture,jump_two_hand_presence_low,False,0.3333333333333333,True,insufficient_two_hand_presence,0.0,False,,,,,0.3333333333333333,True,,,0.4666666666666667,0.2,0.2,1.0,1.0,0.021361159420289856,0.11733333333333333,0.05531910729855784,0.028463743995114747,0.0622196860724563,0.12399995229149166,0.10545279663572917,0.17900629943323176,0.1390530256708685
web_20260523_010203_88bdaf53,2026-05-23T01:02:06,花,30,,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010203_88bdaf53/holistic/user_花_web_20260523_010203_88bdaf53_holistic_results.json,,17.461954213725093,low,flower_low_other,0.03206605398535319,0.20941748599860938,0.20941748599860938,full_sequence_with_action_window_diagnostics,False,default,score_valid,score_valid,True,0.6333333333333333,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.13333333333333333,0.6333333333333333,0.13333333333333333,1.0,1.0,0.006981217750258001,0.0,0.03568094749450684,0.011253769840125468,0.0,0.0,0.0,0.0,0.0
web_20260523_010215_ab4961d9,2026-05-23T01:02:17,花,30,,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/花/花_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010215_ab4961d9/holistic/user_花_web_20260523_010215_ab4961d9_holistic_results.json,,69.42616470186267,borderline,flower_core_accepted,0.029754523722084033,0.05291142459710152,0.05291142459710152,full_sequence_with_action_window_diagnostics,False,visible_semantic_core_scale,score_valid,score_valid,True,0.6666666666666666,True,,0.0,,,,,,,True,1.0,right_hand_shape,0.0,0.6666666666666666,0.0,1.0,1.0,0.0039298245614035115,0.0,0.040751669880480346,0.005884829721362231,0.0,0.0,0.0,0.0,0.0
web_20260523_010234_e2d59e5e,2026-05-23T01:02:37,跳,45,,15.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_010234_e2d59e5e/holistic/user_跳_web_20260523_010234_e2d59e5e_holistic_results.json,,78.84372610083881,normal_like,jump_core_accepted,0.27820758223473047,0.4069772299826234,0.4069772299826234,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,0.8461538461538461,True,used,78.84372610083881,True,0.9932451602469888,1.0,3.995658977169685,0.0030545090216096277,0.8461538461538461,True,,,0.6666666666666666,0.4222222222222222,0.4222222222222222,1.0,1.0,0.0035210702341137126,0.02313846153846154,0.054821750930557994,0.025749903506298178,0.11033736389900434,0.2151106851174088,0.16637735213595214,0.28489383686243375,0.40227264252223977
web_20260523_011122_fb34e3e5,2026-05-23T01:11:24,跳,30,,10.0,/data/WYC/signLanguage/work/generated/scoring_mvp_run2/all_demo_step4_worker_cache_v2/results/跳/跳_holistic_results.json,/data/WYC/signLanguage/work/generated/web_scoring_mvp/web_20260523_011122_fb34e3e5/holistic/user_跳_web_20260523_011122_fb34e3e5_holistic_results.json,,64.6372087473569,borderline,jump_core_accepted,0.30332966411567763,0.45923383169623,0.45923383169623,semantic_action_window,True,jump_relation_semantic_floor,score_valid,score_valid,True,0.75,True,used,64.6372087473569,True,0.9277118773419631,1.0,3.8309376678309017,0.48057841515991306,0.75,True,,,0.5333333333333333,0.5666666666666667,0.5333333333333333,1.0,1.0,0.005721739130434783,0.037599999999999995,0.038933542475587425,0.02801349978168333,0.10201904955678222,0.22123623607039974,0.16447575832610573,0.2740017864599523,0.431567594670723
